nik_id,jenis_usaha,lama_bln,omzet,pengeluaran,aset,hutang,freq_trx,total_skor,limit_pinjaman
3578277379043591,Produk Digital,33,79060638,85721923,109463431,59288456,286,292,0.0
3578522331563827,Produk Kreatif,104,95517694,96178151,139430556,83151538,187,370,0.0
3578207604806831,Jasa & Freelancer,32,13202996,9749289,169783193,129695126,213,507,1700000.0
3578954565006570,Toko & E-commerce,6,88110541,60913365,125943646,49430710,192,532,4000000.0
3578574058849227,Produk Kreatif,90,81634827,78571099,28003339,17298612,161,382,0.0
3578374010560537,Bisnis Kuliner,13,38966597,23689925,196039380,122938692,88,438,0.0
3578528378557598,Toko & E-commerce,49,17301022,9758889,87749915,31220427,148,625,12700000.0
3578242173001372,Bisnis Kuliner,26,60845091,49539500,153911884,63096589,62,401,0.0
3578194602074538,Toko & E-commerce,73,15490873,14218254,92088602,63630880,16,300,0.0
3578552225040924,Jasa & Freelancer,102,14368176,14474367,155199447,112390172,134,310,0.0
3578673687201701,Produk Kreatif,90,54100987,33469642,77187385,18594828,262,759,33300000.0
3578169346262044,Produk Kreatif,58,40038975,31821842,134984853,84518511,194,541,4900000.0
3578891333078722,Jasa & Freelancer,79,85767884,54624172,33715177,3654443,13,665,17500000.0
3578537866862632,Toko & E-commerce,110,86240786,66053799,93460680,32914827,230,638,14000000.0
3578816656131881,Produk Digital,20,43323741,31386560,191641105,30793121,170,636,13800000.0
3578419198265730,Jasa & Freelancer,76,35537638,25875678,80242497,52414047,211,586,9100000.0
3578226121781400,Produk Digital,28,82487366,98826913,53298843,29067596,291,280,0.0
3578609929498554,Produk Kreatif,59,42101812,45549835,23564638,15438902,219,377,0.0
3578648351263590,Produk Kreatif,84,43645509,29216950,181808495,22419640,226,818,48000000.0
3578515705919320,Bisnis Kuliner,60,83253323,69555178,112590299,48131668,224,563,6900000.0
3578140989644042,Toko & E-commerce,92,75062301,68732594,27812164,2433440,137,599,10300000.0
3578832968817887,Toko & E-commerce,24,89838849,83449019,156188294,122902470,214,339,0.0
3578928786143023,Toko & E-commerce,104,60774765,34894511,31469496,6513893,271,766,34500000.0
3578670143392415,Produk Digital,77,95296754,86021023,124662769,37311025,247,541,4900000.0
3578846346526827,Produk Digital,91,70171380,42490276,11593487,4477600,161,637,13900000.0
3578194324902957,Bisnis Kuliner,109,22015320,16375657,97091261,35367056,115,607,11100000.0
3578630519148549,Toko & E-commerce,63,16102741,12990341,192035965,69508907,44,483,0.0
3578148534264683,Bisnis Kuliner,5,49047142,46770322,186768205,119539141,134,241,0.0
3578291194737973,Produk Digital,23,47424679,42297799,129031718,23933376,217,514,2300000.0
3578304568262884,Produk Kreatif,84,91222374,73205418,12836240,7572235,111,477,0.0
3578750470971674,Jasa & Freelancer,52,3597274,3573226,60239851,13413961,42,365,0.0
3578214148840081,Produk Digital,26,52095909,37935691,127822756,11652831,260,705,24200000.0
3578446342334150,Produk Digital,52,85048427,65893889,35663939,9926690,244,638,14000000.0
3578291630113537,Toko & E-commerce,120,85474715,78048488,185418176,19869081,70,541,4900000.0
3578436032111165,Bisnis Kuliner,26,53104292,52329266,142123506,44167809,80,321,0.0
3578523375568165,Jasa & Freelancer,26,68319770,64552013,191141983,140552204,98,244,0.0
3578282771957811,Jasa & Freelancer,39,21830282,13774231,126064651,62468562,193,554,6100000.0
3578112678064653,Jasa & Freelancer,20,29189702,31251988,155748541,62976987,263,307,0.0
3578853376495451,Jasa & Freelancer,56,98313695,106957854,136184277,18221836,299,533,0.0
3578972010906800,Produk Kreatif,40,7388260,5115609,149313214,34481833,244,714,25700000.0
3578918473236457,Jasa & Freelancer,73,71559218,41450512,35657114,7641716,288,752,32100000.0
3578694281146167,Bisnis Kuliner,100,99499894,80491097,63664403,50410785,62,445,0.0
3578927441219419,Produk Kreatif,41,7325890,5969228,98570418,67989902,54,377,0.0
3578233118034637,Produk Kreatif,29,81909809,80467665,195791562,95587289,229,323,0.0
3578775022751100,Produk Kreatif,103,30732020,32867001,20933747,9547034,282,401,0.0
3578754042279961,Produk Digital,24,46440052,55045399,83553528,19339851,146,363,0.0
3578846895479712,Bisnis Kuliner,20,58243509,66580374,79443469,55105015,74,195,0.0
3578371152842541,Produk Kreatif,94,46231088,49926675,186525331,58598910,82,384,0.0
3578793969758420,Toko & E-commerce,83,58596350,44686785,25271245,12810050,57,460,0.0
3578664370946672,Toko & E-commerce,91,52535894,42989437,136008443,35611284,11,498,0.0
3578954135455024,Bisnis Kuliner,96,64532017,60943287,192177084,55073760,42,424,0.0
3578687532962937,Jasa & Freelancer,30,60665720,65360844,137799032,29603293,155,393,0.0
3578702746068790,Produk Digital,19,78986307,86623951,97271901,69580899,34,133,0.0
3578207571505778,Jasa & Freelancer,5,19674831,22637920,47408377,16736521,10,153,0.0
3578320880716109,Produk Kreatif,115,90241147,64189056,78556539,5865973,194,828,52400000.0
3578191269726979,Toko & E-commerce,88,90095388,55486826,111392129,55749914,129,566,7200000.0
3578819103071273,Bisnis Kuliner,93,15775337,7899664,132991827,8292170,125,802,40900000.0
3578849555305586,Jasa & Freelancer,4,4082139,4028736,37371647,29543181,226,230,0.0
3578244714761229,Jasa & Freelancer,12,33728728,25908687,32495085,2682834,198,640,14200000.0
3578430201333423,Produk Kreatif,51,20870584,19808340,186767601,21344260,281,592,9600000.0
3578111009251941,Produk Digital,86,25027350,20223841,198926371,33905878,87,599,10300000.0
3578554922481252,Produk Digital,90,62375757,68736448,28270140,20277446,81,270,0.0
3578236375715642,Produk Digital,96,54543890,40693830,120263163,30258565,81,606,11000000.0
3578401711945117,Bisnis Kuliner,34,77275638,71147629,198590185,96529621,23,265,0.0
3578324633873429,Produk Digital,80,71386961,45120312,110159862,26045497,37,619,12200000.0
3578642193841387,Jasa & Freelancer,17,35357445,30043496,164431809,9341306,16,461,0.0
3578499375619431,Toko & E-commerce,19,54920550,60553740,157573449,53053535,289,349,0.0
3578291911774790,Jasa & Freelancer,101,12796799,6547899,23128137,255213,120,794,39200000.0
3578537181671620,Produk Digital,39,87365330,87264017,116516676,39482863,215,389,0.0
3578800433694008,Produk Digital,71,85684436,51999854,27440419,6803180,271,736,29400000.0
3578327293641554,Produk Kreatif,71,46855682,36243435,175267064,107014442,43,450,0.0
3578865836346510,Jasa & Freelancer,96,35029368,18934570,28142570,20817121,69,511,2000000.0
3578771962115421,Produk Digital,10,44512209,43010176,181644584,107629238,71,166,0.0
3578877443476215,Produk Kreatif,92,4523452,2780488,98067949,41032051,142,627,12900000.0
3578508738993541,Produk Kreatif,98,39072958,39583059,36690609,22643398,25,248,0.0
3578986202124371,Jasa & Freelancer,37,73310522,39933003,196212815,153053936,49,439,0.0
3578600347143930,Produk Digital,49,10440911,8871924,157172336,20983311,90,558,6400000.0
3578947204272532,Bisnis Kuliner,117,80029205,77779128,35959628,6570670,270,572,7800000.0
3578147255671923,Bisnis Kuliner,34,9171536,7614532,107805269,79364216,101,392,0.0
3578142337576544,Produk Digital,105,98834249,100659330,117573591,21117657,137,472,0.0
3578450985964040,Toko & E-commerce,108,13453825,12109454,37051443,14881073,36,379,0.0
3578345583414008,Produk Digital,8,56811222,31146668,129847766,89961880,169,456,0.0
3578195895027289,Produk Digital,61,4069604,3085751,83274461,37560562,165,559,6500000.0
3578786076254724,Produk Kreatif,62,52428849,47929597,137435497,109705095,110,384,0.0
3578935571109496,Produk Kreatif,22,3856024,4444755,11418361,2128362,187,432,0.0
3578101438888667,Jasa & Freelancer,111,44273379,25358212,147220992,115788220,224,610,11300000.0
3578258900730136,Toko & E-commerce,14,8892193,10180601,144521802,47756571,200,339,0.0
3578193406516695,Produk Digital,15,70837366,42039122,110857869,6636438,300,717,26200000.0
3578577008872735,Produk Kreatif,33,42148093,28774236,89559560,66348728,211,562,6800000.0
3578459640602106,Toko & E-commerce,60,39501299,26210212,59415256,6469696,65,714,25700000.0
3578216631600236,Produk Kreatif,60,65552858,47186475,37410020,16039158,116,586,9100000.0
3578436948418166,Jasa & Freelancer,36,19094525,10755843,189161445,46036597,30,550,5700000.0
3578460161239746,Produk Kreatif,14,98449930,66330951,100493969,31856143,35,482,0.0
3578429325994952,Toko & E-commerce,107,26336132,13741073,113553211,77634178,294,620,12300000.0
3578704508393916,Produk Kreatif,15,65014395,37145009,42525409,4131879,41,599,10300000.0
3578958264913916,Produk Kreatif,19,29592965,31858939,104922345,57605327,53,167,0.0
3578746746156066,Toko & E-commerce,120,13064609,6731672,22306580,3528907,237,790,38500000.0
3578240914864790,Bisnis Kuliner,118,47499873,27823970,128747382,5215577,231,869,70700000.0
3578898098061664,Jasa & Freelancer,66,6957046,5342389,119531751,16524759,119,673,18900000.0
3578305764599825,Toko & E-commerce,38,62862640,70305367,14301138,7025938,135,270,0.0
3578424902586755,Jasa & Freelancer,55,76912181,64246410,28547574,6389541,80,532,4000000.0
3578320843931964,Produk Digital,34,87658420,104827294,150936728,95977193,205,295,0.0
3578885042350526,Toko & E-commerce,64,76083942,79660235,97350955,71079983,267,370,0.0
3578526583042771,Toko & E-commerce,26,6498112,4699528,63792785,1495479,153,718,26400000.0
3578989309877693,Jasa & Freelancer,70,50973830,52849133,67481607,52580581,61,255,0.0
3578822619043664,Produk Kreatif,37,74630600,79959196,20007864,12229602,122,264,0.0
3578980393840836,Jasa & Freelancer,48,26315234,16401503,164053245,41735719,193,697,22900000.0
3578752465575906,Bisnis Kuliner,93,97027679,72399871,157377753,70959298,298,626,12800000.0
3578310231641923,Jasa & Freelancer,72,44480401,27706385,15190815,1096866,129,770,35100000.0
3578343102290581,Bisnis Kuliner,70,67154596,33609428,169855547,27375874,76,716,26100000.0
3578887442564119,Produk Kreatif,120,46431355,25151362,44651142,20954216,82,556,6300000.0
3578223584963101,Produk Digital,113,51974686,60934661,105285011,59341834,212,360,0.0
3578209891104821,Toko & E-commerce,41,46299069,27571844,47279626,27700264,233,572,7800000.0
3578803480606983,Jasa & Freelancer,86,45585056,28351255,155854635,86475682,192,604,10800000.0
3578831103236841,Produk Digital,107,26535297,20296023,189817393,44723600,100,613,11600000.0
3578103130305126,Produk Digital,53,79166246,41377657,166702477,42438038,123,657,16200000.0
3578721222552579,Bisnis Kuliner,66,21876833,16009858,25886060,4928621,173,748,31400000.0
3578796505772923,Bisnis Kuliner,108,98155780,95114639,95127061,33989274,145,445,0.0
3578371483526792,Bisnis Kuliner,47,37448045,39354675,198384550,203329,207,606,0.0
3578905041025509,Jasa & Freelancer,24,58568711,49499779,106659883,29969820,202,508,1800000.0
3578965347817151,Produk Digital,86,95229108,62651983,126141544,7438253,27,700,23400000.0
3578122741459331,Toko & E-commerce,36,17055958,9413870,50662267,35987689,92,479,0.0
3578184748230645,Produk Digital,117,15496299,11414038,169724001,121281536,25,448,0.0
3578283195968159,Produk Digital,116,61277389,37377531,32181186,8524013,107,657,16200000.0
3578866262022322,Produk Digital,95,75494408,51765409,80570774,19169440,59,635,13700000.0
3578529709912209,Produk Digital,73,68893962,41853974,101859277,310921,54,748,31400000.0
3578790038122566,Produk Digital,64,29799898,16923089,60553518,8275592,159,760,33500000.0
3578190095776771,Jasa & Freelancer,111,18503345,13245571,111694329,42081460,145,617,12000000.0
3578804766066440,Produk Digital,52,27814337,21130951,107393412,31737044,238,642,14300000.0
3578387954437064,Jasa & Freelancer,62,38353058,25250487,77091561,34798920,87,549,5600000.0
3578867735004020,Bisnis Kuliner,13,92676390,68641136,150344111,49792364,126,517,2600000.0
3578166802211551,Jasa & Freelancer,107,73139805,58002970,148751054,81761663,253,532,4000000.0
3578620703117582,Toko & E-commerce,13,55989744,63377257,196744976,5466125,274,488,0.0
3578730503133233,Produk Digital,21,19143959,22292726,125538186,17362330,95,364,0.0
3578336103650362,Produk Kreatif,19,8727862,6950541,188375096,65613796,85,436,0.0
3578756417496092,Toko & E-commerce,43,11994192,6727773,154347878,49064720,176,650,15000000.0
3578404326883563,Produk Digital,61,4659440,4895140,172250838,80968379,224,374,0.0
3578555749798121,Produk Kreatif,21,79046949,72055554,31898304,23602912,298,356,0.0
3578210722301381,Toko & E-commerce,114,74891508,83586041,115297454,24363425,258,514,0.0
3578768176751968,Jasa & Freelancer,7,26112256,18090307,43615157,21571864,215,480,0.0
3578533958266613,Toko & E-commerce,91,34887353,18647419,132565411,97656694,200,620,12300000.0
3578469454087066,Toko & E-commerce,42,40627490,44283663,191880159,105127613,126,269,0.0
3578426994695907,Jasa & Freelancer,102,46066216,31720919,116876577,56566312,55,509,1800000.0
3578586138482099,Produk Kreatif,119,57649480,58725298,143647292,99655478,38,258,0.0
3578969796460288,Produk Kreatif,11,44758234,44610468,113282875,12293441,278,455,0.0
3578726546962644,Bisnis Kuliner,25,28872271,32124051,58882183,39426411,137,255,0.0
3578598358245380,Bisnis Kuliner,120,51368724,51021665,78545274,23145842,247,498,0.0
3578535961198167,Bisnis Kuliner,90,7102122,4753853,136207690,64730644,100,577,8200000.0
3578746283409796,Produk Digital,47,49204319,30234063,74433494,44598235,56,469,0.0
3578131289134744,Jasa & Freelancer,9,24865061,27293754,62530706,42876614,125,176,0.0
3578326248978305,Toko & E-commerce,86,57963125,49807532,188126596,1339158,77,641,14200000.0
3578291759000690,Produk Digital,105,4135982,2715847,168301067,108397408,166,584,8900000.0
3578807421349759,Toko & E-commerce,57,53529679,58674434,128211342,25847274,248,511,0.0
3578844327045483,Produk Digital,108,86698993,67452404,32464196,190826,201,792,38800000.0
3578811081043785,Produk Digital,80,40940248,29023899,34019088,13110641,182,646,14700000.0
3578404892688739,Toko & E-commerce,113,40162866,27423319,195882780,149213754,162,591,9600000.0
3578264017757655,Produk Digital,100,35252798,39827939,166070213,53686969,173,428,0.0
3578253247679053,Bisnis Kuliner,86,69756250,83583918,74639208,54152929,217,390,0.0
3578909121479722,Bisnis Kuliner,77,98035406,117282463,55979963,15368383,123,444,0.0
3578687063266109,Jasa & Freelancer,119,93176660,69970826,85582934,57882768,295,567,7300000.0
3578422900519786,Bisnis Kuliner,63,20172371,20548449,199665805,129118903,103,317,0.0
3578851391314460,Toko & E-commerce,86,14985619,9824234,64949133,38668632,167,595,9900000.0
3578965094342411,Toko & E-commerce,50,37971668,34550401,129489795,88178810,250,420,0.0
3578742674840367,Produk Digital,82,12558414,10430438,57222454,22910835,205,551,5800000.0
3578428693153552,Jasa & Freelancer,9,23237141,13852954,58766707,16110065,244,595,9900000.0
3578444212526725,Produk Kreatif,102,13846331,11649010,174391569,137649410,170,489,0.0
3578162854694491,Bisnis Kuliner,60,39712288,25676681,50259763,23170913,91,577,8200000.0
3578965391144066,Bisnis Kuliner,19,85474074,68686794,120268794,38812518,254,539,4700000.0
3578105941298800,Bisnis Kuliner,71,29764927,30106073,8778797,6264594,281,390,0.0
3578117998389950,Bisnis Kuliner,83,36396474,23962929,97435688,24327139,62,661,16800000.0
3578651403150631,Produk Digital,42,25417070,13870118,17272427,4120541,158,664,17300000.0
3578900822105632,Produk Digital,79,73345879,54018111,189356143,150799053,185,568,7400000.0
3578492947325349,Produk Kreatif,24,57142310,29336137,65215807,37938322,77,447,0.0
3578904065939484,Bisnis Kuliner,78,70730769,43732079,103406143,58826521,29,511,2000000.0
3578381923032364,Produk Digital,82,9521231,8719037,17874264,9465780,20,295,0.0
3578856121412088,Bisnis Kuliner,56,62634854,47989424,151909996,30714778,88,639,14100000.0
3578861091805321,Bisnis Kuliner,41,59488410,57297167,182833917,76104140,80,325,0.0
3578215528701496,Produk Digital,95,85906016,50032883,35605010,22353112,264,610,11300000.0
3578766573111792,Produk Kreatif,102,38298445,41440801,59136234,16932920,219,486,0.0
3578277362182900,Bisnis Kuliner,73,69619601,79174866,189738330,141639564,179,374,0.0
3578101007192464,Bisnis Kuliner,88,14945758,16960686,159122959,85165399,86,304,0.0
3578202862087422,Produk Digital,12,16594977,18807844,177962840,32910353,161,368,0.0
3578607940549277,Bisnis Kuliner,15,26448079,29407574,82998533,23917831,170,360,0.0
3578913578454423,Bisnis Kuliner,15,9159129,4641578,42149975,22368318,97,450,0.0
3578492253611454,Jasa & Freelancer,82,39011877,43495624,29951429,8928453,185,449,0.0
3578225339469780,Jasa & Freelancer,54,64275585,44368354,108539712,59905449,254,595,9900000.0
3578562997041133,Produk Kreatif,17,20785402,20521820,20742771,16288372,91,201,0.0
3578555711977788,Produk Digital,64,79362294,77368332,53656760,26241296,193,381,0.0
3578132690535494,Produk Kreatif,64,68514730,39673882,115403278,40685461,42,585,9000000.0
3578818383157138,Toko & E-commerce,4,97565539,108086284,145879734,89573508,299,230,0.0
3578838544371682,Toko & E-commerce,69,73209719,71875044,170957272,13025869,137,549,5600000.0
3578480026994241,Jasa & Freelancer,22,77939694,87638768,169527853,7400381,90,410,0.0
3578182314782848,Jasa & Freelancer,44,35331952,25849788,79667236,3209042,124,716,26100000.0
3578806738996999,Jasa & Freelancer,54,34541166,19176613,124236042,79636425,239,595,9900000.0
3578591767124599,Toko & E-commerce,18,69756320,71267749,9769864,802249,221,473,0.0
3578710039252993,Produk Digital,3,15199793,16024356,171179305,87306666,270,217,0.0
3578325753499393,Jasa & Freelancer,46,51767001,55790213,64839124,43795843,179,309,0.0
3578944219419581,Produk Digital,79,66502927,66613365,102521137,58717013,68,261,0.0
3578933642144228,Produk Kreatif,3,48816176,36543657,175097126,135095653,159,416,0.0
3578673582963489,Toko & E-commerce,92,17270328,9188586,49065120,19328601,219,673,18900000.0
3578379632270419,Produk Digital,28,28171649,16466950,110467349,19052481,107,624,12700000.0
3578472445768121,Bisnis Kuliner,99,58629268,31223032,174984192,117234682,73,544,5100000.0
3578604446076155,Produk Digital,67,21070539,24751527,6164372,2615491,34,273,0.0
3578630794051725,Produk Digital,102,26783708,26362465,51613888,30162936,75,279,0.0
3578525646523196,Produk Digital,80,46197138,39400480,108257091,36258742,137,517,2600000.0
3578534966782245,Toko & E-commerce,40,63779921,67820875,42092413,13898762,272,404,0.0
3578704308316563,Toko & E-commerce,94,77300459,72879514,58925752,9885983,158,552,5900000.0
3578480906095118,Produk Kreatif,93,90253117,106735651,52731233,21256738,175,409,0.0
3578227604993334,Toko & E-commerce,74,67474159,61264134,184088656,104580564,283,446,0.0
3578567495598460,Bisnis Kuliner,69,17290224,8950985,44010843,1868348,38,747,31300000.0
3578392916350474,Produk Kreatif,39,94723097,63975289,21651809,11962102,161,548,5500000.0
3578925509898025,Produk Digital,7,51141541,54712159,32509267,16023397,297,231,0.0
3578348527601777,Produk Digital,52,34889524,29922847,191865571,44150364,34,469,0.0
3578520591049677,Jasa & Freelancer,56,94959110,68262096,153209819,6594419,138,766,34500000.0
3578779477085741,Jasa & Freelancer,109,33272606,37865572,194147425,110205138,198,358,0.0
3578747488257296,Produk Digital,97,83985229,53542965,199592758,153972212,160,580,8500000.0
3578295201173737,Bisnis Kuliner,26,26326387,26709584,37038794,11176774,229,404,0.0
3578711084133994,Toko & E-commerce,19,24599504,22355789,73455377,331732,248,591,9600000.0
3578143614558368,Produk Kreatif,44,83111922,44514646,172870585,85136506,164,566,7200000.0
3578969690294032,Produk Digital,73,51061434,28135696,194966822,49577568,122,674,19000000.0
3578305973693879,Produk Digital,11,70798790,43297662,150781969,64780271,57,415,0.0
3578342018842821,Produk Kreatif,87,47544651,34790636,83805767,14645580,281,766,34500000.0
3578111378657364,Bisnis Kuliner,88,49440312,40143905,177406524,87099663,134,501,1100000.0
3578147068103454,Toko & E-commerce,51,18216804,14029000,150018849,86887990,22,405,0.0
3578670849841086,Toko & E-commerce,68,71281335,57872591,16771340,3977276,108,589,9400000.0
3578664016448587,Bisnis Kuliner,15,25467350,30055042,149411518,63733673,43,196,0.0
3578835344707156,Produk Kreatif,113,94993526,75704769,32897641,5410466,232,716,26100000.0
3578181345611638,Produk Kreatif,6,64636167,64753016,15170030,1062156,37,337,0.0
3578972642831598,Toko & E-commerce,74,12454577,11239927,66108158,48178916,218,451,0.0
3578595587826397,Jasa & Freelancer,58,45467059,23271117,185737253,17579030,13,667,17900000.0
3578893028872187,Produk Digital,11,81598977,43399379,24485581,7006797,267,594,9800000.0
3578418283428588,Toko & E-commerce,80,14610534,10184451,122487796,37374806,25,586,9100000.0
3578273834453435,Produk Digital,31,21304809,21789019,151491797,35749455,83,331,0.0
3578844309485120,Toko & E-commerce,4,77292758,85975583,42949759,4234336,12,289,0.0
3578755294836639,Jasa & Freelancer,71,76487621,88946351,86789909,14584377,186,515,0.0
3578551880969324,Produk Digital,21,24602928,15470196,170593784,113922306,109,444,0.0
3578298060795700,Produk Digital,112,10299874,11288367,152331099,56212028,291,425,0.0
3578418141733456,Bisnis Kuliner,35,16180503,10326273,160852459,62692620,179,616,11900000.0
3578238972851068,Produk Kreatif,15,41270459,38532620,56941876,14476262,240,445,0.0
3578775720101121,Toko & E-commerce,91,81405961,49387081,157165831,45828731,171,702,23700000.0
3578572268843968,Produk Kreatif,3,45038976,30280721,64465353,36729735,233,487,0.0
3578247572868691,Toko & E-commerce,115,67418331,55552291,101298964,62786472,259,516,2500000.0
3578218333529462,Produk Kreatif,85,84420187,47054258,80327267,55182497,81,540,4800000.0
3578692238611178,Produk Kreatif,36,87103363,48213773,25240021,18013403,269,570,7600000.0
3578132777586215,Produk Digital,77,57376227,59581779,62112510,45034232,292,360,0.0
3578698119792712,Produk Digital,63,90766064,94636154,103198691,32404252,158,421,0.0
3578607381156553,Produk Digital,68,15153955,11785983,139799501,1184570,132,739,29900000.0
3578854256541226,Produk Kreatif,99,72006257,43078426,47740942,6842048,299,808,43600000.0
3578263070182553,Jasa & Freelancer,48,8425057,5503023,135900442,25195932,145,696,22700000.0
3578354989782496,Bisnis Kuliner,88,30752746,26524848,101972675,31659914,242,599,10300000.0
3578151030877196,Bisnis Kuliner,86,46496088,26607735,144954972,73470947,150,602,10600000.0
3578915334568012,Toko & E-commerce,77,76061428,68387751,106108783,55488554,197,451,0.0
3578819783599768,Bisnis Kuliner,69,36767356,28069308,64834063,26782785,190,623,12600000.0
3578634057847257,Jasa & Freelancer,116,84095825,42436299,42304020,14887587,127,629,13100000.0
3578662971807174,Toko & E-commerce,30,23164926,14613222,102233481,49237303,70,456,0.0
3578351947547483,Jasa & Freelancer,106,47322017,47519774,134256141,72522958,255,360,0.0
3578749445028286,Produk Kreatif,85,58149958,29988644,16581469,1696418,92,747,31300000.0
3578792068370016,Produk Digital,8,79808685,48109120,49651920,10258470,102,553,6000000.0
3578758871417913,Produk Digital,84,5499138,6131298,182635836,119999533,53,249,0.0
3578590556533399,Produk Digital,63,67648438,41901223,115264387,55404245,103,546,5300000.0
3578824231179755,Produk Digital,36,25511225,25688037,96985119,71563531,45,183,0.0
3578513303903106,Jasa & Freelancer,19,17572034,8989744,145314257,99928742,268,507,1700000.0
3578562500838136,Produk Kreatif,80,15924976,9940299,170020204,81584371,282,640,14200000.0
3578926795503319,Bisnis Kuliner,14,67725282,65122926,166993993,72046016,10,198,0.0
3578846357385326,Jasa & Freelancer,69,59463253,45148320,16660375,9298393,229,560,6600000.0
3578631726830504,Jasa & Freelancer,47,82060695,87249781,192021022,88501846,227,347,0.0
3578379747897805,Jasa & Freelancer,101,34207351,38895802,27499610,6231778,288,496,0.0
3578380927998469,Produk Kreatif,3,98180345,100198145,6909671,3194961,70,158,0.0
3578106527327452,Jasa & Freelancer,86,30570830,30003335,89799220,29371175,64,359,0.0
3578568816204203,Produk Digital,35,38071480,41820906,118698937,53620606,151,284,0.0
3578851584052379,Jasa & Freelancer,99,30339300,23945587,154669591,59698473,199,591,9600000.0
3578712286645735,Jasa & Freelancer,35,44158280,39934797,194379767,61910695,80,377,0.0
3578231680617183,Produk Kreatif,60,96859992,112790712,31918337,5476118,215,544,0.0
3578472743380166,Produk Digital,81,96557461,94548594,18972817,2439722,12,422,0.0
3578202238987926,Produk Kreatif,63,83563579,67248977,22201467,4672823,199,686,21000000.0
3578766063698940,Bisnis Kuliner,95,54583363,62851623,112547285,55280128,276,394,0.0
3578882914423862,Produk Digital,10,26524492,25150627,122835662,1052495,275,523,3200000.0
3578311681786127,Bisnis Kuliner,103,83465529,71561967,192488672,35675230,96,588,9300000.0
3578141549618351,Toko & E-commerce,33,90915178,45475871,47263757,3283614,151,731,28600000.0
3578541435333701,Toko & E-commerce,88,56035211,43921277,58770409,24342360,45,476,0.0
3578202732084792,Produk Digital,39,78042992,89008523,98441106,27364666,151,381,0.0
3578766691862699,Produk Kreatif,61,57218119,51635616,75090513,10514762,269,641,14200000.0
3578714637586841,Bisnis Kuliner,67,42493811,31359418,36409363,23387692,141,564,7000000.0
3578692173396446,Produk Digital,35,96172854,77894054,106221717,47856589,134,431,0.0
3578472620510458,Jasa & Freelancer,90,64836850,73107871,12341897,4758741,142,373,0.0
3578516901971065,Produk Kreatif,89,97110263,64185135,89753312,29613278,190,707,24600000.0
3578690628888281,Bisnis Kuliner,92,38346197,25836913,29967029,9563813,185,719,26600000.0
3578705916930041,Produk Kreatif,63,45127291,33731592,159004809,34227475,107,663,17200000.0
3578909597037491,Produk Kreatif,33,35488275,39424626,60506717,11094876,137,423,0.0
3578782196862986,Toko & E-commerce,22,17319594,10113170,26068847,14094114,262,525,3300000.0
3578106931334095,Produk Digital,8,67732147,51465430,89669081,35318167,150,445,0.0
3578299676488558,Produk Digital,38,56402482,36969850,159797383,16394694,279,753,32300000.0
3578567289306140,Jasa & Freelancer,72,7370484,6277682,110687580,76188487,99,407,0.0
3578865021156073,Produk Digital,61,45365995,44569703,8172901,4407502,204,374,0.0
3578209869593722,Toko & E-commerce,49,85245683,94050660,55238350,24241390,131,321,0.0
3578616553175066,Produk Digital,46,52113508,32765825,118801300,20009226,200,740,30100000.0
3578406663210123,Jasa & Freelancer,26,79693314,47162297,159590026,87584527,61,420,0.0
3578399448622255,Produk Kreatif,74,61011418,67076936,57630319,6724017,86,486,0.0
3578986794726782,Bisnis Kuliner,25,59575546,50622442,174289352,72087049,171,449,0.0
3578635948923988,Toko & E-commerce,35,78448945,86368475,17806868,5675432,93,317,0.0
3578336481055559,Toko & E-commerce,63,87538675,49670435,94833680,19707889,194,761,33600000.0
3578712292041102,Toko & E-commerce,47,5662253,4463173,99245134,68865689,111,447,0.0
3578733837760526,Produk Digital,25,41199537,30840998,185708826,75835243,238,527,3500000.0
3578189720288214,Jasa & Freelancer,81,41456543,34186162,43882428,30481003,182,492,0.0
3578793301422663,Produk Digital,76,57327674,62729692,24151280,1528523,185,567,0.0
3578444577572262,Toko & E-commerce,86,42105187,41991648,167506790,86385837,148,333,0.0
3578589143911724,Toko & E-commerce,98,81775038,70707194,125873440,41688182,104,495,0.0
3578125143648433,Produk Kreatif,96,34491128,33229297,193091898,115814935,117,348,0.0
3578534508571897,Bisnis Kuliner,15,11562070,13362927,132019844,57923310,23,175,0.0
3578537102831965,Produk Digital,100,14173787,8118035,170920539,21231662,209,797,39700000.0
3578350436840020,Produk Kreatif,97,41141360,33333236,38933385,4088850,97,658,16300000.0
3578134482451158,Toko & E-commerce,113,46647781,51544343,130411293,101718883,286,370,0.0
3578400367926126,Produk Digital,59,21134815,24911175,192266715,82949639,243,391,0.0
3578923049082002,Produk Digital,58,73257585,69437243,148286587,36734897,187,514,2300000.0
3578694774165062,Produk Kreatif,106,15019737,12155506,103189212,34027989,89,540,4800000.0
3578109893770357,Bisnis Kuliner,69,21293937,15772833,130949366,56056688,261,642,14300000.0
3578932995839679,Jasa & Freelancer,41,4225756,4378341,83630814,39942328,13,183,0.0
3578510376446583,Produk Kreatif,55,78236332,63056485,72080979,9414900,209,713,25600000.0
3578515874926672,Produk Kreatif,36,13631350,10844660,69306884,28643707,149,495,0.0
3578814187248898,Produk Digital,106,39080681,30835936,23378153,3411474,158,681,20200000.0
3578800553646149,Jasa & Freelancer,82,63769389,44032374,172169195,67765246,174,643,14400000.0
